Station,Air Quality,Longitude,Latitude,O3 Hour,O3 Quality,O3 Value,NO2 Hour,NO2 Quality,NO2 Value,PM10 Hour,PM10 Quality,PM10 Value,Generated,Date Time
Barcelona - Sants,Good,2.1331,41.3788,,,,13h,Good,21.0,,,,28/11/2018 14:00,1543410301
Barcelona - Eixample,Good,2.1538,41.3853,13h,Good,21.0,13h,Good,51.0,13h,Good,23.0,28/11/2018 14:00,1543410301
Barcelona - Gràcia,Good,2.1534,41.3987,11h,--,,11h,--,,13h,Good,18.0,28/11/2018 14:00,1543410301
Barcelona - Ciutadella,Good,2.1874,41.3864,11h,Good,34.0,11h,Good,34.0,,,,28/11/2018 14:00,1543410301
Barcelona - Vall Hebron,Good,2.148,41.4261,13h,Good,49.0,13h,Good,14.0,13h,Good,12.0,28/11/2018 14:00,1543410301
Barcelona - Palau Reial,Good,2.1151,41.3875,13h,Good,45.0,13h,Good,14.0,13h,Good,13.0,28/11/2018 14:00,1543410301
Barcelona - Poblenou,Good,2.2045,41.4039,,,,13h,Good,35.0,13h,Good,25.0,28/11/2018 14:00,1543410301
Barcelona - Observ Fabra,Good,2.1239,41.4183,13h,Good,68.0,13h,Good,8.0,13h,Good,9.0,28/11/2018 14:00,1543410301
Barcelona - Sants,Good,2.1331,41.3788,,,,14h,Good,17.0,,,,28/11/2018 15:00,1543413901
Barcelona - Eixample,Good,2.1538,41.3853,14h,Good,23.0,14h,Good,48.0,14h,Good,23.0,28/11/2018 15:00,1543413901
Barcelona - Gràcia,Good,2.1534,41.3987,12h,--,,12h,--,,14h,Good,18.0,28/11/2018 15:00,1543413901
Barcelona - Ciutadella,--,2.1874,41.3864,12h,--,,12h,--,,,,,28/11/2018 15:00,1543413901
Barcelona - Vall Hebron,Good,2.148,41.4261,14h,Good,46.0,14h,Good,19.0,14h,Good,12.0,28/11/2018 15:00,1543413901
Barcelona - Palau Reial,Good,2.1151,41.3875,13h,Good,45.0,13h,Good,14.0,14h,Good,13.0,28/11/2018 15:00,1543413901
Barcelona - Poblenou,Good,2.2045,41.4039,,,,14h,Good,35.0,14h,Good,25.0,28/11/2018 15:00,1543413901
Barcelona - Observ Fabra,Good,2.1239,41.4183,14h,Good,61.0,14h,Good,15.0,14h,Good,9.0,28/11/2018 15:00,1543413901
Barcelona - Sants,Good,2.1331,41.3788,,,,15h,Good,33.0,,,,28/11/2018 16:00,1543417501
Barcelona - Eixample,Good,2.1538,41.3853,14h,Good,23.0,14h,Good,48.0,15h,Good,23.0,28/11/2018 16:00,1543417501
Barcelona - Gràcia,Good,2.1534,41.3987,15h,Good,33.0,15h,Good,40.0,15h,Good,18.0,28/11/2018 16:00,1543417501
Barcelona - Ciutadella,Good,2.1874,41.3864,13h,Good,34.0,13h,Good,34.0,,,,28/11/2018 16:00,1543417501
Barcelona - Vall Hebron,Good,2.148,41.4261,15h,Good,44.0,15h,Good,24.0,15h,Good,12.0,28/11/2018 16:00,1543417501
Barcelona - Palau Reial,Good,2.1151,41.3875,15h,Good,25.0,15h,Good,39.0,15h,Good,13.0,28/11/2018 16:00,1543417501
Barcelona - Poblenou,Good,2.2045,41.4039,,,,14h,Good,35.0,15h,Good,26.0,28/11/2018 16:00,1543417501
Barcelona - Observ Fabra,Good,2.1239,41.4183,15h,Good,70.0,15h,Good,11.0,15h,Good,9.0,28/11/2018 16:00,1543417501
Barcelona - Sants,Good,2.1331,41.3788,,,,16h,Good,39.0,,,,28/11/2018 17:00,1543421102
Barcelona - Eixample,Good,2.1538,41.3853,14h,Good,23.0,14h,Good,48.0,16h,Good,23.0,28/11/2018 17:00,1543421102
Barcelona - Gràcia,Good,2.1534,41.3987,16h,Good,17.0,16h,Good,60.0,16h,Good,18.0,28/11/2018 17:00,1543421102
Barcelona - Ciutadella,Good,2.1874,41.3864,16h,Good,16.0,16h,Good,55.0,,,,28/11/2018 17:00,1543421102
Barcelona - Vall Hebron,Good,2.148,41.4261,16h,Good,35.0,16h,Good,30.0,16h,Good,12.0,28/11/2018 17:00,1543421102
Barcelona - Palau Reial,Good,2.1151,41.3875,16h,Good,20.0,16h,Good,47.0,16h,Good,13.0,28/11/2018 17:00,1543421102
Barcelona - Poblenou,Good,2.2045,41.4039,,,,14h,Good,35.0,16h,Good,28.0,28/11/2018 17:00,1543421102
Barcelona - Observ Fabra,Good,2.1239,41.4183,16h,Good,54.0,16h,Good,22.0,16h,Good,9.0,28/11/2018 17:00,1543421102
Barcelona - Sants,Good,2.1331,41.3788,,,,17h,Good,60.0,,,,28/11/2018 18:00,1543424701
Barcelona - Eixample,Good,2.1538,41.3853,15h,--,,15h,--,,17h,Good,24.0,28/11/2018 18:00,1543424701
Barcelona - Gràcia,Good,2.1534,41.3987,17h,Good,11.0,17h,Good,64.0,17h,Good,18.0,28/11/2018 18:00,1543424701
Barcelona - Ciutadella,Good,2.1874,41.3864,17h,Good,7.0,17h,Good,67.0,,,,28/11/2018 18:00,1543424701
Barcelona - Vall Hebron,Good,2.148,41.4261,17h,Good,28.0,17h,Good,33.0,17h,Good,12.0,28/11/2018 18:00,1543424701
Barcelona - Palau Reial,Good,2.1151,41.3875,17h,Good,7.0,17h,Good,58.0,17h,Good,13.0,28/11/2018 18:00,1543424701
Barcelona - Poblenou,Good,2.2045,41.4039,,,,17h,Good,60.0,17h,Good,28.0,28/11/2018 18:00,1543424701
Barcelona - Observ Fabra,Good,2.1239,41.4183,17h,Good,63.0,17h,Good,14.0,17h,Good,9.0,28/11/2018 18:00,1543424701
Barcelona - Sants,Good,2.1331,41.3788,,,,18h,Good,66.0,,,,28/11/2018 19:00,1543428302
Barcelona - Eixample,Good,2.1538,41.3853,18h,Good,2.0,18h,Good,74.0,18h,Good,25.0,28/11/2018 19:00,1543428302
Barcelona - Gràcia,Good,2.1534,41.3987,18h,Good,3.0,18h,Good,73.0,18h,Good,19.0,28/11/2018 19:00,1543428302
Barcelona - Ciutadella,Good,2.1874,41.3864,18h,Good,2.0,18h,Good,74.0,,,,28/11/2018 19:00,1543428302
Barcelona - Vall Hebron,Good,2.148,41.4261,18h,Good,24.0,18h,Good,39.0,18h,Good,13.0,28/11/2018 19:00,1543428302
Barcelona - Palau Reial,Good,2.1151,41.3875,18h,Good,1.0,18h,Good,74.0,18h,Good,14.0,28/11/2018 19:00,1543428302
Barcelona - Poblenou,Good,2.2045,41.4039,,,,18h,Good,78.0,18h,Good,28.0,28/11/2018 19:00,1543428302
Barcelona - Observ Fabra,Good,2.1239,41.4183,18h,Good,64.0,18h,Good,13.0,18h,Good,9.0,28/11/2018 19:00,1543428302
Barcelona - Sants,Good,2.1331,41.3788,,,,19h,Good,61.0,,,,28/11/2018 20:00,1543431902
Barcelona - Eixample,Good,2.1538,41.3853,19h,Good,2.0,19h,Good,70.0,19h,Good,25.0,28/11/2018 20:00,1543431902
Barcelona - Gràcia,Moderate,2.1534,41.3987,19h,Good,2.0,19h,Moderate,97.0,19h,Good,19.0,28/11/2018 20:00,1543431902
Barcelona - Ciutadella,Good,2.1874,41.3864,19h,Good,2.0,19h,Good,61.0,,,,28/11/2018 20:00,1543431902
Barcelona - Vall Hebron,Good,2.148,41.4261,19h,Good,12.0,19h,Good,53.0,19h,Good,13.0,28/11/2018 20:00,1543431902
Barcelona - Palau Reial,Good,2.1151,41.3875,19h,Good,3.0,19h,Good,65.0,19h,Good,15.0,28/11/2018 20:00,1543431902
Barcelona - Poblenou,Good,2.2045,41.4039,,,,19h,Good,81.0,19h,Good,29.0,28/11/2018 20:00,1543431902
Barcelona - Observ Fabra,Good,2.1239,41.4183,19h,Good,81.0,19h,Good,9.0,19h,Good,9.0,28/11/2018 20:00,1543431902
Barcelona - Sants,Good,2.1331,41.3788,,,,20h,Good,68.0,,,,28/11/2018 21:00,1543435502
Barcelona - Eixample,Good,2.1538,41.3853,20h,Good,2.0,20h,Good,80.0,20h,Good,26.0,28/11/2018 21:00,1543435502
Barcelona - Gràcia,Moderate,2.1534,41.3987,19h,Good,2.0,19h,Moderate,97.0,20h,Good,19.0,28/11/2018 21:00,1543435502
Barcelona - Ciutadella,Good,2.1874,41.3864,20h,Good,2.0,20h,Good,60.0,,,,28/11/2018 21:00,1543435502
Barcelona - Vall Hebron,Good,2.148,41.4261,20h,Good,7.0,20h,Good,60.0,20h,Good,13.0,28/11/2018 21:00,1543435502
Barcelona - Palau Reial,Good,2.1151,41.3875,20h,Good,2.0,20h,Good,70.0,20h,Good,15.0,28/11/2018 21:00,1543435502
Barcelona - Poblenou,Good,2.2045,41.4039,,,,20h,Good,79.0,20h,Good,29.0,28/11/2018 21:00,1543435502
Barcelona - Observ Fabra,Good,2.1239,41.4183,20h,Good,70.0,20h,Good,10.0,20h,Good,9.0,28/11/2018 21:00,1543435502
Barcelona - Sants,Good,2.1331,41.3788,,,,21h,Good,55.0,,,,28/11/2018 22:00,1543439102
Barcelona - Eixample,Moderate,2.1538,41.3853,21h,Good,3.0,21h,Moderate,94.0,21h,Good,26.0,28/11/2018 22:00,1543439102
Barcelona - Gràcia,Moderate,2.1534,41.3987,19h,Good,2.0,19h,Moderate,97.0,21h,Good,19.0,28/11/2018 22:00,1543439102
Barcelona - Ciutadella,Good,2.1874,41.3864,21h,Good,2.0,21h,Good,59.0,,,,28/11/2018 22:00,1543439102
Barcelona - Vall Hebron,Good,2.148,41.4261,21h,Good,6.0,21h,Good,60.0,21h,Good,13.0,28/11/2018 22:00,1543439102
Barcelona - Palau Reial,Good,2.1151,41.3875,21h,Good,9.0,21h,Good,55.0,21h,Good,14.0,28/11/2018 22:00,1543439102
Barcelona - Poblenou,Good,2.2045,41.4039,,,,21h,Good,68.0,21h,Good,29.0,28/11/2018 22:00,1543439102
Barcelona - Observ Fabra,Good,2.1239,41.4183,21h,Good,74.0,21h,Good,8.0,21h,Good,8.0,28/11/2018 22:00,1543439102
Barcelona - Sants,Good,2.1331,41.3788,,,,22h,Good,65.0,,,,28/11/2018 23:00,1543442702
Barcelona - Eixample,Good,2.1538,41.3853,22h,Good,2.0,22h,Good,76.0,22h,Good,26.0,28/11/2018 23:00,1543442702
Barcelona - Gràcia,Good,2.1534,41.3987,20h,--,,20h,--,,22h,Good,18.0,28/11/2018 23:00,1543442702
Barcelona - Ciutadella,Good,2.1874,41.3864,22h,Good,2.0,22h,Good,57.0,,,,28/11/2018 23:00,1543442702
Barcelona - Vall Hebron,Good,2.148,41.4261,22h,Good,3.0,22h,Good,60.0,22h,Good,14.0,28/11/2018 23:00,1543442702
Barcelona - Palau Reial,Good,2.1151,41.3875,22h,Good,1.0,22h,Good,69.0,22h,Good,15.0,28/11/2018 23:00,1543442702
Barcelona - Poblenou,Good,2.2045,41.4039,,,,22h,Good,65.0,22h,Good,28.0,28/11/2018 23:00,1543442702
Barcelona - Observ Fabra,Good,2.1239,41.4183,22h,Good,67.0,22h,Good,16.0,22h,Good,8.0,28/11/2018 23:00,1543442702
Barcelona - Sants,Good,2.1331,41.3788,,,,23h,Good,72.0,,,,29/11/2018 0:00,1543446302
Barcelona - Eixample,Good,2.1538,41.3853,23h,Good,3.0,23h,Good,88.0,23h,Good,26.0,29/11/2018 0:00,1543446302
Barcelona - Gràcia,Good,2.1534,41.3987,,,,,,,23h,Good,18.0,29/11/2018 0:00,1543446302
Barcelona - Ciutadella,Good,2.1874,41.3864,23h,Good,2.0,23h,Good,53.0,,,,29/11/2018 0:00,1543446302
Barcelona - Vall Hebron,Good,2.148,41.4261,23h,Good,2.0,23h,Good,64.0,23h,Good,14.0,29/11/2018 0:00,1543446302
Barcelona - Palau Reial,Good,2.1151,41.3875,23h,Good,1.0,23h,Good,73.0,23h,Good,15.0,29/11/2018 0:00,1543446302
Barcelona - Poblenou,Good,2.2045,41.4039,,,,23h,Good,62.0,23h,Good,28.0,29/11/2018 0:00,1543446302
Barcelona - Observ Fabra,Good,2.1239,41.4183,23h,Good,76.0,23h,Good,12.0,23h,Good,8.0,29/11/2018 0:00,1543446302
Barcelona - Sants,Good,2.1331,41.3788,,,,0h,Good,72.0,,,,29/11/2018 1:00,1543449902
Barcelona - Eixample,Good,2.1538,41.3853,0h,Good,3.0,0h,Good,86.0,0h,Good,27.0,29/11/2018 1:00,1543449902
Barcelona - Gràcia,Moderate,2.1534,41.3987,0h,Good,3.0,0h,Moderate,95.0,0h,Good,22.0,29/11/2018 1:00,1543449902
Barcelona - Ciutadella,Good,2.1874,41.3864,0h,Good,2.0,0h,Good,48.0,,,,29/11/2018 1:00,1543449902
Barcelona - Vall Hebron,Good,2.148,41.4261,0h,Good,3.0,0h,Good,65.0,0h,Good,14.0,29/11/2018 1:00,1543449902
Barcelona - Palau Reial,Good,2.1151,41.3875,0h,Good,1.0,0h,Good,62.0,0h,Good,15.0,29/11/2018 1:00,1543449902
Barcelona - Poblenou,Good,2.2045,41.4039,,,,0h,Good,56.0,0h,Good,28.0,29/11/2018 1:00,1543449902
Barcelona - Observ Fabra,Good,2.1239,41.4183,0h,Good,64.0,0h,Good,23.0,0h,Good,8.0,29/11/2018 1:00,1543449902
Barcelona - Sants,Good,2.1331,41.3788,,,,1h,Good,69.0,,,,29/11/2018 2:00,1543453501
Barcelona - Eixample,Good,2.1538,41.3853,1h,Good,3.0,1h,Good,86.0,1h,Good,28.0,29/11/2018 2:00,1543453501
Barcelona - Gràcia,Good,2.1534,41.3987,1h,Good,1.0,1h,Good,76.0,1h,Good,22.0,29/11/2018 2:00,1543453501
Barcelona - Ciutadella,Good,2.1874,41.3864,1h,Good,3.0,1h,Good,48.0,,,,29/11/2018 2:00,1543453501
Barcelona - Vall Hebron,Good,2.148,41.4261,1h,Good,2.0,1h,Good,63.0,1h,Good,15.0,29/11/2018 2:00,1543453501
Barcelona - Palau Reial,Good,2.1151,41.3875,1h,Good,1.0,1h,Good,58.0,1h,Good,16.0,29/11/2018 2:00,1543453501
Barcelona - Poblenou,Good,2.2045,41.4039,,,,1h,Good,51.0,1h,Good,28.0,29/11/2018 2:00,1543453501
Barcelona - Observ Fabra,Good,2.1239,41.4183,1h,Good,29.0,1h,Good,53.0,1h,Good,9.0,29/11/2018 2:00,1543453501
Barcelona - Sants,Good,2.1331,41.3788,,,,2h,Good,61.0,,,,29/11/2018 3:00,1543457102
Barcelona - Eixample,Good,2.1538,41.3853,2h,Good,2.0,2h,Good,81.0,2h,Good,30.0,29/11/2018 3:00,1543457102
Barcelona - Gràcia,Good,2.1534,41.3987,2h,Good,1.0,2h,Good,61.0,2h,Good,23.0,29/11/2018 3:00,1543457102
Barcelona - Ciutadella,Good,2.1874,41.3864,2h,Good,2.0,2h,Good,43.0,,,,29/11/2018 3:00,1543457102
Barcelona - Vall Hebron,Good,2.148,41.4261,2h,Good,2.0,2h,Good,58.0,2h,Good,15.0,29/11/2018 3:00,1543457102
Barcelona - Palau Reial,Good,2.1151,41.3875,2h,Good,1.0,2h,Good,56.0,2h,Good,16.0,29/11/2018 3:00,1543457102
Barcelona - Poblenou,Good,2.2045,41.4039,,,,2h,Good,49.0,2h,Good,29.0,29/11/2018 3:00,1543457102
Barcelona - Observ Fabra,Good,2.1239,41.4183,2h,Good,35.0,2h,Good,36.0,2h,Good,10.0,29/11/2018 3:00,1543457102
Barcelona - Sants,Good,2.1331,41.3788,,,,3h,Good,52.0,,,,29/11/2018 4:00,1543460701
Barcelona - Eixample,Good,2.1538,41.3853,3h,Good,2.0,3h,Good,67.0,3h,Good,31.0,29/11/2018 4:00,1543460701
Barcelona - Gràcia,Good,2.1534,41.3987,3h,Good,1.0,3h,Good,52.0,3h,Good,23.0,29/11/2018 4:00,1543460701
Barcelona - Ciutadella,Good,2.1874,41.3864,3h,Good,2.0,3h,Good,45.0,,,,29/11/2018 4:00,1543460701
Barcelona - Vall Hebron,Good,2.148,41.4261,3h,Good,2.0,3h,Good,47.0,3h,Good,16.0,29/11/2018 4:00,1543460701
Barcelona - Palau Reial,Good,2.1151,41.3875,3h,Good,1.0,3h,Good,46.0,3h,Good,16.0,29/11/2018 4:00,1543460701
Barcelona - Poblenou,Good,2.2045,41.4039,,,,3h,Good,47.0,3h,Good,29.0,29/11/2018 4:00,1543460701
Barcelona - Observ Fabra,Good,2.1239,41.4183,3h,Good,42.0,3h,Good,26.0,3h,Good,10.0,29/11/2018 4:00,1543460701
Barcelona - Sants,Good,2.1331,41.3788,,,,4h,Good,46.0,,,,29/11/2018 5:00,1543464301
Barcelona - Eixample,Good,2.1538,41.3853,4h,Good,2.0,4h,Good,55.0,4h,Good,32.0,29/11/2018 5:00,1543464301
Barcelona - Gràcia,Good,2.1534,41.3987,4h,Good,6.0,4h,Good,46.0,5h,Good,24.0,29/11/2018 5:00,1543464301
Barcelona - Ciutadella,Good,2.1874,41.3864,4h,Good,2.0,4h,Good,47.0,,,,29/11/2018 5:00,1543464301
Barcelona - Vall Hebron,Good,2.148,41.4261,4h,Good,7.0,4h,Good,39.0,4h,Good,16.0,29/11/2018 5:00,1543464301
Barcelona - Palau Reial,Good,2.1151,41.3875,4h,Good,1.0,4h,Good,35.0,4h,Good,17.0,29/11/2018 5:00,1543464301
Barcelona - Poblenou,Good,2.2045,41.4039,,,,4h,Good,42.0,4h,Good,29.0,29/11/2018 5:00,1543464301
Barcelona - Observ Fabra,Good,2.1239,41.4183,4h,Good,52.0,4h,Good,18.0,4h,Good,10.0,29/11/2018 5:00,1543464301
Barcelona - Sants,Good,2.1331,41.3788,,,,5h,Good,41.0,,,,29/11/2018 6:00,1543467901
Barcelona - Eixample,Good,2.1538,41.3853,5h,Good,2.0,5h,Good,48.0,5h,Good,32.0,29/11/2018 6:00,1543467901
Barcelona - Gràcia,Good,2.1534,41.3987,5h,Good,6.0,5h,Good,45.0,5h,Good,24.0,29/11/2018 6:00,1543467901
Barcelona - Ciutadella,Good,2.1874,41.3864,5h,Good,2.0,5h,Good,45.0,,,,29/11/2018 6:00,1543467901
Barcelona - Vall Hebron,Good,2.148,41.4261,5h,Good,8.0,5h,Good,37.0,5h,Good,16.0,29/11/2018 6:00,1543467901
Barcelona - Palau Reial,Good,2.1151,41.3875,5h,Good,1.0,5h,Good,32.0,5h,Good,17.0,29/11/2018 6:00,1543467901
Barcelona - Poblenou,Good,2.2045,41.4039,,,,5h,Good,39.0,5h,Good,29.0,29/11/2018 6:00,1543467901
Barcelona - Observ Fabra,Good,2.1239,41.4183,5h,Good,51.0,5h,Good,17.0,5h,Good,11.0,29/11/2018 6:00,1543467901
Barcelona - Sants,Good,2.1331,41.3788,,,,6h,Good,36.0,,,,29/11/2018 7:00,1543471502
Barcelona - Eixample,Good,2.1538,41.3853,6h,Good,2.0,6h,Good,43.0,6h,Good,32.0,29/11/2018 7:00,1543471502
Barcelona - Gràcia,Good,2.1534,41.3987,6h,Good,7.0,6h,Good,47.0,6h,Good,24.0,29/11/2018 7:00,1543471502
Barcelona - Ciutadella,Good,2.1874,41.3864,6h,Good,2.0,6h,Good,43.0,,,,29/11/2018 7:00,1543471502
Barcelona - Vall Hebron,Good,2.148,41.4261,6h,Good,8.0,6h,Good,40.0,6h,Good,16.0,29/11/2018 7:00,1543471502
Barcelona - Palau Reial,Good,2.1151,41.3875,6h,Good,1.0,6h,Good,35.0,6h,Good,18.0,29/11/2018 7:00,1543471502
Barcelona - Poblenou,Good,2.2045,41.4039,,,,6h,Good,37.0,6h,Good,29.0,29/11/2018 7:00,1543471502
Barcelona - Observ Fabra,Good,2.1239,41.4183,6h,Good,50.0,6h,Good,17.0,6h,Good,11.0,29/11/2018 7:00,1543471502
Barcelona - Sants,Good,2.1331,41.3788,,,,7h,Good,36.0,,,,29/11/2018 8:00,1543475102
Barcelona - Eixample,Good,2.1538,41.3853,7h,Good,2.0,7h,Good,50.0,7h,Good,33.0,29/11/2018 8:00,1543475102
Barcelona - Gràcia,Good,2.1534,41.3987,7h,Good,2.0,7h,Good,58.0,7h,Good,24.0,29/11/2018 8:00,1543475102
Barcelona - Ciutadella,Good,2.1874,41.3864,7h,Good,2.0,7h,Good,36.0,,,,29/11/2018 8:00,1543475102
Barcelona - Vall Hebron,Good,2.148,41.4261,7h,Good,2.0,7h,Good,57.0,7h,Good,16.0,29/11/2018 8:00,1543475102
Barcelona - Palau Reial,Good,2.1151,41.3875,7h,Good,1.0,7h,Good,37.0,7h,Good,18.0,29/11/2018 8:00,1543475102
Barcelona - Poblenou,Good,2.2045,41.4039,,,,7h,Good,40.0,7h,Good,29.0,29/11/2018 8:00,1543475102
Barcelona - Observ Fabra,Good,2.1239,41.4183,7h,Good,49.0,7h,Good,18.0,7h,Good,12.0,29/11/2018 8:00,1543475102
Barcelona - Sants,Good,2.1331,41.3788,,,,8h,Good,43.0,,,,29/11/2018 9:00,1543478702
Barcelona - Eixample,Good,2.1538,41.3853,8h,Good,2.0,8h,Good,63.0,8h,Good,33.0,29/11/2018 9:00,1543478702
Barcelona - Gràcia,Good,2.1534,41.3987,8h,Good,1.0,8h,Good,87.0,8h,Good,25.0,29/11/2018 9:00,1543478702
Barcelona - Ciutadella,Good,2.1874,41.3864,8h,Good,2.0,8h,Good,41.0,,,,29/11/2018 9:00,1543478702
Barcelona - Vall Hebron,Good,2.148,41.4261,8h,Good,2.0,8h,Good,65.0,8h,Good,17.0,29/11/2018 9:00,1543478702
Barcelona - Palau Reial,Good,2.1151,41.3875,8h,Good,1.0,8h,Good,55.0,8h,Good,18.0,29/11/2018 9:00,1543478702
Barcelona - Poblenou,Good,2.2045,41.4039,,,,8h,Good,44.0,8h,Good,29.0,29/11/2018 9:00,1543478702
Barcelona - Observ Fabra,Good,2.1239,41.4183,8h,Good,64.0,8h,Good,12.0,8h,Good,12.0,29/11/2018 9:00,1543478702
Barcelona - Sants,Good,2.1331,41.3788,,,,9h,Good,58.0,,,,29/11/2018 10:00,1543482302
Barcelona - Eixample,Good,2.1538,41.3853,9h,Good,3.0,9h,Good,88.0,9h,Good,34.0,29/11/2018 10:00,1543482302
Barcelona - Gràcia,Moderate,2.1534,41.3987,9h,Good,2.0,9h,Moderate,116.0,9h,Good,26.0,29/11/2018 10:00,1543482302
Barcelona - Ciutadella,Good,2.1874,41.3864,9h,Good,2.0,9h,Good,49.0,,,,29/11/2018 10:00,1543482302
Barcelona - Vall Hebron,Good,2.148,41.4261,9h,Good,3.0,9h,Good,77.0,9h,Good,17.0,29/11/2018 10:00,1543482302
Barcelona - Palau Reial,Good,2.1151,41.3875,9h,Good,1.0,9h,Good,74.0,9h,Good,19.0,29/11/2018 10:00,1543482302
Barcelona - Poblenou,Good,2.2045,41.4039,,,,9h,Good,47.0,9h,Good,30.0,29/11/2018 10:00,1543482302
Barcelona - Observ Fabra,Good,2.1239,41.4183,9h,Good,77.0,9h,Good,8.0,9h,Good,12.0,29/11/2018 10:00,1543482302
Barcelona - Sants,Good,2.1331,41.3788,,,,10h,Good,79.0,,,,29/11/2018 11:00,1543485902
Barcelona - Eixample,Moderate,2.1538,41.3853,10h,Good,2.0,10h,Moderate,108.0,10h,Moderate,37.0,29/11/2018 11:00,1543485902
Barcelona - Gràcia,Moderate,2.1534,41.3987,10h,Good,4.0,10h,Moderate,102.0,10h,Good,28.0,29/11/2018 11:00,1543485902
Barcelona - Ciutadella,Good,2.1874,41.3864,10h,Good,3.0,10h,Good,59.0,,,,29/11/2018 11:00,1543485902
Barcelona - Vall Hebron,Good,2.148,41.4261,10h,Good,4.0,10h,Good,66.0,10h,Good,17.0,29/11/2018 11:00,1543485902
Barcelona - Palau Reial,Moderate,2.1151,41.3875,10h,Good,1.0,10h,Moderate,95.0,10h,Good,20.0,29/11/2018 11:00,1543485902
Barcelona - Poblenou,Good,2.2045,41.4039,,,,10h,Good,53.0,10h,Good,29.0,29/11/2018 11:00,1543485902
Barcelona - Observ Fabra,Good,2.1239,41.4183,10h,Good,83.0,10h,Good,6.0,10h,Good,12.0,29/11/2018 11:00,1543485902
Barcelona - Sants,Good,2.1331,41.3788,,,,11h,Good,73.0,,,,29/11/2018 12:00,1543489501
Barcelona - Eixample,Moderate,2.1538,41.3853,11h,Good,2.0,11h,Moderate,109.0,11h,Moderate,39.0,29/11/2018 12:00,1543489501
Barcelona - Gràcia,Good,2.1534,41.3987,11h,Good,8.0,11h,Good,71.0,11h,Good,28.0,29/11/2018 12:00,1543489501
Barcelona - Ciutadella,Good,2.1874,41.3864,11h,Good,3.0,11h,Good,67.0,,,,29/11/2018 12:00,1543489501
Barcelona - Vall Hebron,Good,2.148,41.4261,11h,Good,12.0,11h,Good,42.0,11h,Good,18.0,29/11/2018 12:00,1543489501
Barcelona - Palau Reial,Moderate,2.1151,41.3875,11h,Good,2.0,11h,Moderate,99.0,11h,Good,22.0,29/11/2018 12:00,1543489501
Barcelona - Poblenou,Good,2.2045,41.4039,,,,11h,Good,55.0,11h,Good,30.0,29/11/2018 12:00,1543489501
Barcelona - Observ Fabra,Good,2.1239,41.4183,11h,Good,77.0,11h,Good,8.0,11h,Good,12.0,29/11/2018 12:00,1543489501
Barcelona - Sants,Good,2.1331,41.3788,,,,12h,Good,56.0,,,,29/11/2018 13:00,1543493101
Barcelona - Eixample,Moderate,2.1538,41.3853,12h,Good,4.0,12h,Good,78.0,12h,Moderate,41.0,29/11/2018 13:00,1543493101
Barcelona - Gràcia,Good,2.1534,41.3987,11h,Good,8.0,11h,Good,71.0,12h,Good,29.0,29/11/2018 13:00,1543493101
Barcelona - Ciutadella,Good,2.1874,41.3864,12h,Good,6.0,12h,Good,70.0,,,,29/11/2018 13:00,1543493101
Barcelona - Vall Hebron,Good,2.148,41.4261,12h,Good,20.0,12h,Good,37.0,12h,Good,19.0,29/11/2018 13:00,1543493101
Barcelona - Palau Reial,Good,2.1151,41.3875,12h,Good,15.0,12h,Good,52.0,12h,Good,24.0,29/11/2018 13:00,1543493101
Barcelona - Poblenou,Good,2.2045,41.4039,,,,12h,Good,62.0,12h,Good,32.0,29/11/2018 13:00,1543493101
Barcelona - Observ Fabra,Good,2.1239,41.4183,12h,Good,64.0,12h,Good,19.0,12h,Good,12.0,29/11/2018 13:00,1543493101
Barcelona - Sants,Good,2.1331,41.3788,,,,13h,Good,40.0,,,,29/11/2018 14:00,1543496702
Barcelona - Eixample,Moderate,2.1538,41.3853,13h,Good,12.0,13h,Good,59.0,13h,Moderate,42.0,29/11/2018 14:00,1543496702
Barcelona - Gràcia,Good,2.1534,41.3987,11h,Good,8.0,11h,Good,71.0,13h,Good,29.0,29/11/2018 14:00,1543496702
Barcelona - Ciutadella,Good,2.1874,41.3864,13h,Good,18.0,13h,Good,50.0,,,,29/11/2018 14:00,1543496702
Barcelona - Vall Hebron,Good,2.148,41.4261,13h,Good,47.0,13h,Good,26.0,13h,Good,20.0,29/11/2018 14:00,1543496702
Barcelona - Palau Reial,Good,2.1151,41.3875,13h,Good,20.0,13h,Good,47.0,13h,Good,24.0,29/11/2018 14:00,1543496702
Barcelona - Poblenou,Good,2.2045,41.4039,,,,13h,Good,70.0,13h,Good,34.0,29/11/2018 14:00,1543496702
Barcelona - Observ Fabra,Good,2.1239,41.4183,13h,Good,71.0,13h,Good,14.0,13h,Good,13.0,29/11/2018 14:00,1543496702
Barcelona - Sants,Good,2.1331,41.3788,,,,14h,Good,47.0,,,,29/11/2018 15:00,1543500302
Barcelona - Eixample,Moderate,2.1538,41.3853,14h,Good,11.0,14h,Good,66.0,14h,Moderate,42.0,29/11/2018 15:00,1543500302
Barcelona - Gràcia,Good,2.1534,41.3987,12h,--,,12h,--,,14h,Good,30.0,29/11/2018 15:00,1543500302
Barcelona - Ciutadella,Good,2.1874,41.3864,14h,Good,21.0,14h,Good,47.0,,,,29/11/2018 15:00,1543500302
Barcelona - Vall Hebron,Good,2.148,41.4261,14h,Good,42.0,14h,Good,32.0,14h,Good,20.0,29/11/2018 15:00,1543500302
